,text,sentiment,clean_message
104,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0,receiv supposedli new motorola 375 appar match phone charger
105,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1,prosgood camera nice pictur also cool style like black white
106,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0,that huge design flaw unless im use correctli dont think case
107,"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.",1,love 350 headset jabra350 bluetooth headset great recept good ear piec comfort fit
108,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0,camera although rat impress 13 megapixel render imag fall well expect rel high resolut
109,I purcashed this for the car charger and it does not work.,0,purcash car charger work
110,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1,sound qualiti end excel use headset call wife ask wife use headset call 2
111,This phone is slim and light and the display is beautiful.,1,phone slim light display beauti
112,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1,littl geeki think that sex toast rock ooz sex right batteri emb sleek stylish leather case
113,"Great product, fast shipping!.",1,great product fast ship
114,Absolutely great.,1,absolut great
115,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,keyboard nice compromis full qwerti basic cell phone number keypad
116,i got this phone around the end of may and i'm completely unhappy with it.,0,get phone around end may im complet unhappi
117,It is very comfortable on the ear.,1,comfort ear
118,It has been a winner for us.,1,winner u
119,)Setup couldn't have been simpler.,1,setup couldnt simpler
120,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,1,ive tri sever differ earpiec cell phone jabra one first one ive find fit ear comfort
121,Could not get strong enough signal.,0,could get strong enough signal
122,Iam very pleased with my purchase.,1,iam pleas purchas
123,Bad Quality.,0,bad qualiti
124,Gets the job done.,1,get job do
125,Great audio!.,1,great audio
126,Basically the service was very bad.,0,basic servic bad
127,it did not work in my cell phone plug i am very up set with the charger!.,0,work cell phone plug set charger
128,"I've only had my bluetooth for a few weeks, but I really like it.",1,ive bluetooth week realli like
129,The BT headset was such a disapoinment.,0,bt headset disapoin
130,It is so small and you don't even realize that it is there after a while of getting used to it.,1,small dont even realiz get use
131,The accompanied software is almost brilliant.,1,accompani softwar almost brilliant
132,Headset works great & was packaged nicely to avoid any damage.,1,headset work great packag nice avoid damag
133,!I definitly recommend!!,1,definitli recommend
134,Buyer--Be Very Careful!!!!!.,0,buyerb care
135,The majority of the Logitech earbud headsets failed.,0,major logitech earbud headset fail
136,Very good stuff for the price.,1,good stuff price
137,My headset works just peachy-keen.,1,headset work peachykeen
138,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0,hous get drop coverag upstair coverag basement
139,Voice recognition is tremendous!,1,voic recognit tremend
140,What a waste.,0,wast
141,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0,sever differ 2 minut call experi 5 drop area 5 bar
142,I was not happy with this item.,0,happi item
143,very disappointed.,0,disappoint
144,The phone takes FOREVER to charge like 2 to 5 hours literally.,0,phone take forev charg like 2 5 hour liter
145,I got this phone on reccomendation from a relative and I'm glad I did.,1,get phone reccomend rel im glad
146,What a waste of time!,0,wast time
147,Its reception is very very poor.,0,recept poor
148,Items stated as included from the description ARE NOT INCLUDED.,0,item state includ descript includ
149,"After 3 months, screen just went black all of a sudden.",0,3 month screen go black sudden
150,I Was Hoping for More.,0,hop
151,"Audio Quality is poor, very poor.",0,audio qualiti poor poor
152,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1,absolut problem headset link 8530 blackberri curv
153,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1,know sound funni seem like sketchi technolog wouldnt work wellwel one work great
154,I've bought $5 wired headphones that sound better than these.,0,ive buy 5 wire headphon sound good
155,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1,phone fast send kind messag web brows significantli faster previou phone use
156,"Nice quality build, unlike some cheap s*** out there.",1,nice qualiti build unlik cheap
157,This item is fantastic and works perfectly!,1,item fantast work perfectli
158,And I just love the colors!,1,love color
159,W810i is just SUPERB.,1,w810i superb
160,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0,whine internet goesth use thing less like
161,Great charger.,1,great charger
162,This is essentially a communications tool that does not communicate.,0,essenti commun tool commun
163,Works like a charm; it work the same as the one I got with the phone.,1,work like charm work one get phone
164,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the design over to humans.",0,still maintain monkey shouldnt make headphon obvious dont share enough dna copi design human
165,Great Value.,1,great valu
166,Doesn't work at all.. I bougth it for my L7c and its not working.,0,doesnt work bougth l7c work
167,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1,look sharp screen nice clear great graphic
168,doesn't last long.,0,doesnt last long
169,One thing I hate is the mode set button at the side.,0,one thing hate mode set button side
170,EXCELLENT SERVICE!!!!!!!!.,1,excel servic
171,Thank you for wasting my money.,0,thank wast money
172,How can that be?The audio quality is poor.,0,beth audio qualiti poor
173,The iGo chargers and tips are really great.,1,igo charger tip realli great
174,The file browser offers all the options that one needs.Handsfree is great.,1,file browser offer option one needshandsfre great
175,Superb Phone on a Great Network.,1,superb phone great network
176,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1,connect wife bluetoothmotorola hs850 phone work like charm whether phone pocket case
177,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0,put late o v115g like slow crawl lock everi
178,It only recognizes the Phone as its storage device.,0,recogn phone storag devic
179,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,like loud buzz overrid convers phone
180,Don't buy this product.,0,dont buy product
181,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0,ive bluetoooth headset time still comfort way fit ear
182,The sound quality is good and functionality is awesome.,1,sound qualiti good function awesom
183,"I have this phone and it is a thorn in my side, I really abhor it.",0,phone thorn side realli abhor
184,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0,recent problem could stay connect 10 minut disconnect
185,Incredible!.,1,incred
186,Design Flaw?.,0,design flaw
187,Great phone!.,1,great phone
188,Waste of 13 bucks.,0,wast 13 buck
189,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I'm lost.",0,check voic mail night keypad backlight turn second first messag im lose
190,The replacement died in a few weeks.,0,replac die week
191,Any ring tone..Overall good phone to buy..,1,ring toneoveral good phone buy
192,Lately they have been extremely nice and helpful on the phone.,1,late extrem nice help phone
193,I have had problems wit hit dropping signal and more.,0,problem wit hit drop signal
194,Not impressed.,0,impress
195,"Light weight, I hardly notice it is there.",1,light weight hardli notic
196,You'll love how thin it is.,1,youll love thin
197,Bad Choice.,0,bad choic
198,The pleather case doesn't fit.,0,pleather case doesnt fit
199,"useless phone, simply deaf.",0,useless phone simpli deaf
200,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1,color even pretti thought would graphic incred sharp
201,All in all I think it was a good investment.,1,think good invest
202,It makes very strange ticking noises before it ends the call.,0,make strang tick nois end call
203,The best electronics of the available FM Transmitters.,1,best electron avail fm transmitt
204,Battery lasts only a few hours.,0,batteri last hour
205,"great headset, very impressed - H500.",1,great headset impress h500
206,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1,12 mega pixel camera part phone reason good7
207,I've had this for nearly 2 years and it has worked great for me.,1,ive nearli 2 year work great
208,Good transmit audio.,1,good transmit audio
209,We are sending it back.,0,send back
210,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.,0,bother contact compani dollar product learn lesson buy form onlin anyway
211,"If you hate earbugs, avoid this phone by all means.",0,hate earbug avoid phone mean
212,Great price also!,1,great price also
213,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1,rang decent ive abl roam around hous phone live room receptionsound qualiti issu
214,fast service.,1,fast servic
215,I would highly recommend this.,1,would highli recommend
216,I would recommend this.,1,would recommend
217,"I also didn't like the ""on"" button, it felt like it would crack with use.",0,also didnt like button felt like would crack use
218,WORST PHONE EVER.,0,worst phone ever
219,I'm still infatuated with this phone.,1,im still infatu phone
220,Freezes frequently4.,0,freez frequently4
221,It's kind of embarrassing to use because of how it looks and mostly it's embarrassing how child-like the company is.,0,kind embarrass use look mostli embarrass childlik compani
222,"Simple, lightweight and great fit.",1,simpl lightweight great fit
223,"All in all, I'd expected a better consumer experience from Motorola.",0,id expect well consum experi motorola
224,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0,there horribl tick sound background call never experi
225,These are certainly very comfortable and functionality is decent.,1,certainli comfort function decent
226,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1,usual dont like headband one lightweight doesnt mess hair
227,I'm a bit disappointed.,0,im bit disappoint
228,"I have had this phone for over a year now, and I will tell you, its not that great.",0,phone year tell great
229,I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).,0,order soni ericsson w810i think work that first use
230,The battery is completely useless to me.,0,batteri complet useless
231,What a big waste of time.,0,big wast time
232,Don't waste your $$$ on this one.,0,dont wast one
233,Great sound and service.,1,great sound servic
234,Really pleased with this product so far.,1,realli pleas product far
235,One of my favorite purchases ever.,1,one favorit purchas ever
236,best bluetooth on the market.,1,best bluetooth market
237,Authentic leather with nice shine and comfort .I recommend you this case !!,1,authent leather nice shine comfort recommend case
238,I was very excited to get this headset because I thought it was really cute.,1,excit get headset think realli cute
239,Do not make the same mistake as me.,0,make mistak
240,Big Disappointment with calendar sync.,0,big disappoint calendar sync
241,the phone was unusable and was not new.,0,phone unus new
242,Worst Customer Service Ever.,0,worst custom servic ever
243,"No additional ear gels provided, and no instructions whatsoever.",0,addit ear gel provid instruct whatsoev
244,It defeats the purpose of a bluetooth headset.,0,defeat purpos bluetooth headset
245,Worth every penny.,1,worth everi penni
246,Excellent wallet type phone case.,1,excel wallet type phone case
247,Nice headphones for the price and they work great!,1,nice headphon price work great
248,Internet is excrutiatingly slow.,0,internet excrutiatingli slow
249,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1,comfort wear well probabl import aspect use case
250,"It's fits like a glove and is strong, secure, and durable.",1,fit like glove strong secur durabl
251,O my gosh the best phone I have ever had.,1,gosh best phone ever
252,It's very attractive and appears to be of good quality.,1,attract appear good qualiti
253,I love all the features and form factor.,1,love featur form factor
254,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it,0,product strong rubberpetroleum smell unbear caus return
255,poor quality and service.,0,poor qualiti servic
256,"The cable looks so thin and flimsy, it is scary.",0,cabl look thin flimsi scari
257,Great Earpiece.,1,great earpiec
258,Excellent hands free tool.,1,excel hand free tool
259,Great for using with your home stereo.,1,great use home stereo
260,Good product - incredible value.,1,good product incred valu
261,Only had this a month but it's worked flawlessly so far.,1,month work flawlessli far
262,Works great.,1,work great
263,Absolutel junk.,0,absolutel junk
264,THAT one didn't work either.,0,one didnt work either
265,Battery life is real good.,1,batteri life real good
266,Returned 8 hours later.,0,return 8 hour later
267,It's a great item.,1,great item
268,Don't waste your money!.,0,dont wast money
269,Love this headset!,1,love headset
270,"Not only will it drain your player, but may also potentially fry it.",0,drain player may also potenti fri
271,Worked perfectly!,1,work perfectli
272,Unreliable - I'm giving up.,0,unreli im give
273,I gave it 5 stars because of the sound quality.,1,give 5 star sound qualiti
274,Avoid this one if you can.,0,avoid one
275,Reversible plug works great.,1,revers plug work great
276,I wasted my little money with this earpiece.,0,wast littl money earpiec
277,Very good phone.,1,good phone
278,"Best of all is the rotating feature, very helpful.",1,best rotat featur help
279,Comfort for our whole family.,1,comfort whole famili
280,"Good product, good seller.",1,good product good seller
281,I love this bluetooth!,1,love bluetooth
282,"First of all, it doesn't wear well.",0,first doesnt wear well
283,I am very impressed with this headset from Plantronics.,1,impress headset plantron
284,I got it because it was so small and adorable.,1,get small ador
285,Great phone!.,1,great phone
286,I wouldn't recommend buying this product.,0,wouldnt recommend buy product
287,Piece of Junk.,0,piec junk
288,Poorly contstruct hinge.,0,poorli contstruct hing
289,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1,item great instal let charg overnit work good everi sinc problem
290,Great Phone.,1,great phone
291,Don't buy it.,0,dont buy
292,Excellent Phone.,1,excel phone
293,DO NOT PURCHASE THIS PHONE.,0,purchas phone
294,The voice recognition thru the handset is excellent.,1,voic recognit thru handset excel
295,This is hands down the best phone I've ever had.,1,hand best phone ive ever
296,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1,work great cat attack phone scratch protect strip instead destroy screen
297,This one works and was priced right.,1,one work price right
298,Customer service was terrible.,0,custom servic terribl
299,Battery life still not long enough in Motorola Razor V3i.,0,batteri life still long enough motorola razor v3i
300,Sending it back.,0,send back
301,Now I know that I made a wise decision.,1,know make wise decis
302,Someone shouldve invented this sooner.,1,someon shouldv invent sooner
303,Good price.,1,good price
304,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1,everyth work first tryth devic certainli engin clever way construct feel good
305,I received it quickly and it works great!!,1,receiv quickli work great
306,Has been working great.,1,work great
307,"As many people complained, I found this headset's microphone was very weak.",0,mani peopl complain find headset microphon weak
308,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.,0,5year old nokia 2160 tracfon hold charg lot well
309,They do not care about the consumer one bit.,0,care consum one bit
310,"This is a good battery, and it got here really fast.",1,good batteri get realli fast
311,The instruction manual is lacking.,0,instruct manual lack
312,Also its slim enough to fit into my alarm clock docking station without removing the case.,1,also slim enough fit alarm clock dock station without remov case
313,Phone now holds charge like it did when it was new.,1,phone hold charg like new
314,The battery is unreliable as well as the service use antena.,0,batteri unreli well servic use antena
315,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).,0,uncomfort sound qualiti quit poor compar phone razr previou wire headset plug lg
316,We have gotten a lot of compliments on it.,1,gotten lot compliment
317,This is definitely a must have if your state does not allow cell phone usage while driving.,1,definit must state allow cell phone usag drive
318,I want my money back.,0,want money back
319,I love this device.,1,love devic
320,I am also very happy with the price.,1,also happi price
321,I ordered this product first and was unhappy with it immediately.,0,order product first unhappi immedi
322,The Ngage is still lacking in earbuds.,0,ngage still lack earbud
323,I was able to do voice dialing in the car with no problem.,1,abl voic dial car problem
324,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.",0,23 bar cell phone home cant hear anyth
325,"good item, low price.",1,good item low price
326,"However-the riingtones are not the best, and neither are the games.",0,howeverth riington best neither game
327,The plug did not work very well.,0,plug work well
328,AMAZON SUCKS.,0,amazon suck
329,Rip off---- Over charge shipping.,0,rip charg ship
330,VERY comfortable.,1,comfort
331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,batteri work well replac origin come phone 2 year ago
332,The reception is excellent!,1,recept excel
333,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1,fit comfort either ear sound clear loud charg last coupl day
334,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1,clear qualiti sound dont mess sound ipod sinc sound button headset
335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.,0,1 long last batteri dont recharg frequentyli flip phones2
336,Obviously there is a problem with the adhesive.,0,obvious problem adhes
337,Very disappointing.,0,disappoint
338,"It was an inexpensive piece, but I would still have expected better quality.",0,inexpens piec would still expect good qualiti
339,It is practically useless and did not add any kind of boost to my reception after I bought it.,0,practic useless add kind boost recept buy
340,Excellent sound quality.,1,excel sound qualiti
341,Was not happy.,0,happi
342,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!,0,piec junk break phone 2 day
343,New Battery works great in phone.,1,new batteri work great phone
344,Worst customer service.,0,worst custom servic
345,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1,ive drop phone time say even concret phone still great knock wood
346,Reception is terrible and full of static.,0,recept terribl full static
347,Good audio quality.,1,good audio qualiti
348,This little device has transformed my organizational capability and made my life a whole lot easier.,1,littl devic transform organiz capabl make life whole lot easi
349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.",0,sit vehicl cradl belt headset lose signal
350,Were JERKS on the phone.,0,jerk phone
351,Works like a charm.. Works as advertised.,1,work like charm work advertis
352,"Comfortable, Nice Range, Good Battery Life.",1,comfort nice rang good batteri life
353,Their network coverage in Los Angeles is horrible.,0,network coverag lo angel horribl
354,Excellent starter wireless headset.,0,excel starter wireless headset
355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,loudspeak option great bumper light appeal
356,The only thing that I think could improve is the sound leaks out from the headset.,0,thing think could improv sound leak headset
357,"First off the reception sucks, I have never had more than 2 bars, ever.",0,first recept suck never 2 bar ever
358,The phone gets EXTREMELY HOT!,0,phone get extrem hot
359,"The microphone also works well, but (according to people I have called) it applifies everything.",1,microphon also work well accord peopl call applifi everyth
360,Nice design and quality.,1,nice design qualiti
361,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down.",0,also phone drop case go save special drop face
362,"It is light, easy to use, and has very clear reception and transmission.",1,light easi use clear recept transmiss
363,"bad fit, way too big.",0,bad fit way big
364,It definitely was not as good as my S11.,1,definit good s11
365,awesome device.,1,awesom devic
366,Waste of money.,0,wast money
367,"I had ordered a motorola data cable, got a very well finished and working product.",1,order motorola data cabl get well finish work product
368,Love This Phone.,1,love phone
369,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1,look headset long time ive get couldnt happier
370,"I'll be drivng along, and my headset starts ringing for no reason.",0,ill drivng along headset start ring reason
371,Display is excellent and camera is as good as any from that year.,1,display excel camera good year
372,Battery life is also great!,1,batteri life also great
373,The worst phone I've ever had.... Only had it for a few months.,0,worst phone ive ever month
374,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,good item work start problem auto revers tape player
375,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,embarass also ear hurt tri push ear plug ear
376,Protects the phone on all sides.,1,protect phone side
377,This is a VERY average phone with bad battery life that operates on a weak network.,0,averag phone bad batteri life oper weak network
378,"Clear Skype Calls, Long Battery Life, Long Range.",1,clear skype call long batteri life long rang
379,Soyo technology sucks.,0,soyo technolog suck
380,Great Hands Free Device.,1,great hand free devic
381,"you can even take self portraits with the outside (exterior) display, very cool.",1,even take self portrait outsid exterior display cool
382,Same problem as others have mentioned.,0,problem other mention
383,After trying many many handsfree gadgets this is the one that finally works well.,1,tri mani mani handsfre gadget one final work well
384,Magical Help.,1,magic help
385,The worst piece of crap ever along with the Verizon customer service.,0,bad piec crap ever along verizon custom servic
386,Poor sound quality.,0,poor sound qualiti
387,The best phone in market :).,1,best phone market
388,It worked very well.,1,work well
389,The company shipped my product very promptly and it works well.,1,compani ship product promptli work well
390,Exactly what I wanted.,1,exactli want
391,The picture resolution is far below what other comparably-priced phones are offering today.,0,pictur resolut far comparablypr phone offer today
392,This is a great deal.,1,great deal
393,"Excellent product, I am very satisfied with the purchase.",1,excel product satisfi purchas
394,I highly recommend these and encourage people to give them a try.,1,highli recommend encourag peopl give tri
395,Better than you'd expect.,1,well youd expect
396,"Using all earpieces, left or right, this thing will not stay on my ear.",0,use earpiec leav right thing stay ear
397,Great product and price.,1,great product price
398,"Sounds good reasonably priced and effective, Its that simple !",1,sound good reason price effect simpl
399,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,still wait im sure item would work well ever reciev
400,what a disappointment,0,disappoint
401,Very prompt service.,1,prompt servic
402,Excellent product for the price.,1,excel product price
403,Very pleased with this headset.,1,pleas headset
404,don't waste your money and time.,0,dont wast money time
405,I especially love the long battery life.,1,especi love long batteri life
406,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.",0,stupid keep buy new charger car charger cradl headphon car kit everi time new phone come
407,Works great.,1,work great
408,Plantronics Bluetooth Excelent Buy.,1,plantron bluetooth excel buy
409,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.,0,come verizon cingulair nicer cell phone first thing notic realli bad servic
410,I'll be looking for a new earpiece.,0,ill look new earpiec
411,I highly recommend this device to everyone!,1,highli recommend devic everyon
412,Jawbone Era is awesome too!,1,jawbon era awesom
413,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement,0,receiv white color batteri go dead coupl hoursth origin use last week still last longer thereplac
414,After a year the battery went completely dead on my headset.,0,year batteri go complet dead headset
415,"I have used several phone in two years, but this one is the best.",1,use sever phone two year one best
416,An Awesome New Look For Fall 2000!.,1,awesom new look fall 2000
417,This is the first phone I've had that has been so cheaply made.,0,first phone ive cheapli make
418,"Att is not clear, sound is very distorted and you have to yell when you talk.",0,att clear sound distort yell talk
419,The plastic breaks really easy on this clip.,0,plastic break realli easi clip
420,Price is good too.,1,price good
421,Don't make the same mistake I did.,0,dont make mistak
422,Oh and I forgot to also mention the weird color effect it has on your phone.,0,oh forgot also mention weird color effect phone
423,I'm using it with an iriver SPINN (with case) and it fits fine.,1,im use iriv spinn case fit fine
424,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,also area unit break im fond magnet strap
425,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,overal psych phone appoint contact get great recept
426,"every thing on phone work perfectly, she like it.",1,everi thing phone work perfectli like
427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model.",0,anoth note phone appear realli look rather bland especi black model
428,IT'S REALLY EASY.,1,realli easi
429,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,sanyo surviv dozen drop blacktop without ill effect
430,Fantastic earphones.,1,fantast earphon
431,It finds my cell phone right away when I enter the car.,1,find cell phone right away enter car
432,Low Quality.,0,low qualiti
433,I highly recommend this modest priced cellular phone.,1,highli recommend modest price cellular phone
434,But it does get better reception and clarity than any phone I've had before.,1,get good recept clariti phone ive
435,Warning - Stay away.,0,warn stay away
436,I wish I could return the unit and get back my money.,0,wish could return unit get back money
437,Awsome Device Works Great!!.,1,awsom devic work great
438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.,0,use talk 1 1 12 hour batteri would liter drain die
439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.",0,dont find bad unit come one earpad onlyi would recommend anyon
440,Very Displeased.,0,displeas
441,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone.",0,might get defect would risk buy build qualiti alon
442,They made this case too small and is very difficult to install.,0,make case small difficult instal
443,Restored my phone to like new performance.,1,restor phone like new perform
444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,would recommend purchas jabra jx10 seri 2 work flawlessli moto q go figur
445,"I searched the Internet, and found this one to be the best value.",1,search internet find one best valu
446,Does not fit.,0,fit
447,Very happy with this product.,1,happi product
448,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,screen size big key pad lit well enough camera qualiti excel camera phone
449,There's really nothing bad I can say about this headset.,0,there realli noth bad say headset
450,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,im glad find product amazon hard find wasnt high price
451,Portable and it works.,1,portabl work
452,"My colleague & I now get great reception.A little expensive, but performance is great.",1,colleagu get great receptiona littl expens perform great
453,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,even fulli charg go bed turn blue tooth wifi notic 20 leav morn
454,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,ive also problem phone read memori card alway turn
455,Not good when wearing a hat or sunglasses.,0,good wear hat sunglass
456,Timely shipment and quality product.,1,time shipment qualiti product
457,Nice solid keyboard.,1,nice solid keyboard
458,Very well made and fits my Surefire GX2 perfectly.,1,well make fit surefir gx2 perfectli
459,Horrible phone.,0,horribl phone
460,BT50 battery junk!.,0,bt50 batteri junk
461,We would recommend these to others.,1,would recommend other
462,Cant get the software to work with my computer.,0,cant get softwar work comput
463,Disappointed!.,0,disappoint
464,poor voice clarity.,0,poor voic clariti
465,The battery works great!,1,batteri work great
466,No buyers remorse on this one!.,0,buyer remors one
467,Very disappointed in AccessoryOne.,0,disappoint accessoryon
468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,find inexcus probabl return phone perhap chang carrier
469,"Looks great and is strong.""",1,look great strong
470,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,tmobil servic 2 3 year pretti happi
471,The update procedure is difficult and cumbersome.,0,updat procedur difficult cumbersom
472,Disappointment.. I hate anything that goes in my ear.,0,disappoint hate anyth go ear
473,Great software for Motorolas.,1,great softwar motorola
474,The delivery was on time.,1,deliveri time
475,Very easy to use.,1,easi use
476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,uncomfort ear dont use lg vx9900 env
477,The volume switch rocketed out of the unit to a destination unknown.,0,volum switch rocket unit destin unknown
478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,hold charg long time reason comfort longwear condit qualiti sound tremend
479,I'd like to return it.,0,id like return
480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,keyboard realli worthwhil use sturdi enough dont expect problem
481,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,verizon bill howev difficult understand even though price plan simpl
482,"After charging overnight, these batteries work great.",1,charg overnight batteri work great
483,You won't regret it!,1,wont regret
484,I love this phone!.,1,love phone
485,A Disappointment.,0,disappoint
486,Its not user friendly.,0,user friendli
487,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,unfortun abil actual know receiv call rather import featur phone piti respect
488,"Then I exchanged for the same phone, even that had the same problem.",0,exchang phone even problem
489,This results in the phone being either stuck at max volume or mute.,0,result phone either stuck max volum mute
490,This PDA rocks.,1,pda rock
491,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,super charg use small hybrid palmtopcameracellphon excel role
492,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,would definit recommend jabra bt250v look comfort clariti great price
493,I had Verizon 2 years ago and really liked their service.,1,verizon 2 year ago realli like servic
494,Pretty piece of junk.,0,pretti piec junk
495,Plug was the wrong size.,0,plug wrong size
496,Works as described.,1,work describ
497,Save your money.... I've had this item for 11 months now.,0,save money ive item 11 month
498,Bad Purchase.,0,bad purchas
499,WELL IM SATISFIED.,1,well im satisfi
500,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,bose nois cancel amaz import nyc commut
501,This battery is an excellent bargain!,1,batteri excel bargain
502,Defective crap.,0,defect crap
503,I would have given no star if I was able.,0,would give star abl
504,I wear glasses and it fits fine with them.,1,wear glass fit fine
505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,sound qualiti devic unacceptableunless realli quiet area almost hear noth
506,I would not recommend this item to anyone.,0,would recommend item anyon
507,The holster that arrived did not match the photo in the ad.,0,holster arriv match photo ad
508,great...no problems at all!.,1,greatno problem
509,"As an earlier review noted, plug in this charger and nothing happens.",0,earlier review note plug charger noth happen
510,This frog phone charm is adorable and very eye catching.,1,frog phone charm ador eye catch
511,You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,never know push hard enough right number time function want
512,The sound is clear and the people I talk to on it are amazed at the quality too.,1,sound clear peopl talk amaz qualiti
513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,get aluminum case new palm vx work realli wellit protect handheld perfectli far
514,"very good product, well made.",1,good product well make
515,Mobile Phone Tools are a must have.,1,mobil phone tool must
516,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,impress job motorola sturdi phone
