,text
2253,I love all the features and form factor.
2254,This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it
2255,poor quality and service.
2256,"The cable looks so thin and flimsy, it is scary."
2257,Great Earpiece.
2258,Excellent hands free tool.
2259,Great for using with your home stereo.
2260,Good product - incredible value.
2261,Only had this a month but it's worked flawlessly so far.
2262,Works great.
2263,Absolutel junk.
2264,THAT one didn't work either.
2265,Battery life is real good.
2266,Returned 8 hours later.
2267,It's a great item.
2268,Don't waste your money!.
2269,Love this headset!
2270,"Not only will it drain your player, but may also potentially fry it."
2271,Worked perfectly!
2272,Unreliable - I'm giving up.
2273,I gave it 5 stars because of the sound quality.
2274,Avoid this one if you can.
2275,Reversible plug works great.
2276,I wasted my little money with this earpiece.
2277,Very good phone.
2278,"Best of all is the rotating feature, very helpful."
2279,Comfort for our whole family.
2280,"Good product, good seller."
2281,I love this bluetooth!
2282,"First of all, it doesn't wear well."
2283,I am very impressed with this headset from Plantronics.
2284,I got it because it was so small and adorable.
2285,Great phone!.
2286,I wouldn't recommend buying this product.
2287,Piece of Junk.
2288,Poorly contstruct hinge.
2289,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems"
2290,Great Phone.
2291,Don't buy it.
2292,Excellent Phone.
2293,DO NOT PURCHASE THIS PHONE.
2294,The voice recognition thru the handset is excellent.
2295,This is hands down the best phone I've ever had.
2296,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen."
2297,This one works and was priced right.
2298,Customer service was terrible.
2299,Battery life still not long enough in Motorola Razor V3i.
2300,Sending it back.
2301,Now I know that I made a wise decision.
2302,Someone shouldve invented this sooner.
2303,Good price.
2304,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.
2305,I received it quickly and it works great!!
2306,Has been working great.
2307,"As many people complained, I found this headset's microphone was very weak."
2308,My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.
2309,They do not care about the consumer one bit.
2310,"This is a good battery, and it got here really fast."
2311,The instruction manual is lacking.
2312,Also its slim enough to fit into my alarm clock docking station without removing the case.
2313,Phone now holds charge like it did when it was new.
2314,The battery is unreliable as well as the service use antena.
2315,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).
2316,We have gotten a lot of compliments on it.
2317,This is definitely a must have if your state does not allow cell phone usage while driving.
2318,I want my money back.
2319,I love this device.
2320,I am also very happy with the price.
2321,I ordered this product first and was unhappy with it immediately.
2322,The Ngage is still lacking in earbuds.
2323,I was able to do voice dialing in the car with no problem.
2324,"I have 2-3 bars on my cell phone when I am home, but you cant not hear anything."
2325,"good item, low price."
2326,"However-the riingtones are not the best, and neither are the games."
2327,The plug did not work very well.
2328,AMAZON SUCKS.
2329,Rip off---- Over charge shipping.
2330,VERY comfortable.
2331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.
2332,The reception is excellent!
2333,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days."
2334,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset."
2335,1. long lasting battery (you don't have to recharge it as frequentyly as some of the flip phones)2.
2336,Obviously there is a problem with the adhesive.
2337,Very disappointing.
2338,"It was an inexpensive piece, but I would still have expected better quality."
2339,It is practically useless and did not add any kind of boost to my reception after I bought it.
2340,Excellent sound quality.
2341,Was not happy.
2342,A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!
2343,New Battery works great in phone.
2344,Worst customer service.
2345,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!)."
2346,Reception is terrible and full of static.
2347,Good audio quality.
2348,This little device has transformed my organizational capability and made my life a whole lot easier.
2349,"I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal."
2350,Were JERKS on the phone.
2351,Works like a charm.. Works as advertised.
2352,"Comfortable, Nice Range, Good Battery Life."
2353,Their network coverage in Los Angeles is horrible.
2354,Excellent starter wireless headset.
2355,"The loudspeaker option is great, the bumpers with the lights is very ... appealing."
2356,The only thing that I think could improve is the sound leaks out from the headset.
2357,"First off the reception sucks, I have never had more than 2 bars, ever."
2358,The phone gets EXTREMELY HOT!
2359,"The microphone also works well, but (according to people I have called) it applifies everything."
2360,Nice design and quality.
2361,"Also, if your phone is dropped, this case is not going to save it, specially when dropped face down."
2362,"It is light, easy to use, and has very clear reception and transmission."
2363,"bad fit, way too big."
2364,It definitely was not as good as my S11.
2365,awesome device.
2366,Waste of money.
2367,"I had ordered a motorola data cable, got a very well finished and working product."
2368,Love This Phone.
2369,I was looking for this headset for a long time and now that I've got it I couldn't be happier.
2370,"I'll be drivng along, and my headset starts ringing for no reason."
2371,Display is excellent and camera is as good as any from that year.
2372,Battery life is also great!
2373,The worst phone I've ever had.... Only had it for a few months.
2374,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.
2375,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.
2376,Protects the phone on all sides.
2377,This is a VERY average phone with bad battery life that operates on a weak network.
2378,"Clear Skype Calls, Long Battery Life, Long Range."
2379,Soyo technology sucks.
2380,Great Hands Free Device.
2381,"you can even take self portraits with the outside (exterior) display, very cool."
2382,Same problem as others have mentioned.
2383,After trying many many handsfree gadgets this is the one that finally works well.
2384,Magical Help.
2385,The worst piece of crap ever along with the Verizon customer service.
2386,Poor sound quality.
2387,The best phone in market :).
2388,It worked very well.
2389,The company shipped my product very promptly and it works well.
2390,Exactly what I wanted.
2391,The picture resolution is far below what other comparably-priced phones are offering today.
2392,This is a great deal.
2393,"Excellent product, I am very satisfied with the purchase."
2394,I highly recommend these and encourage people to give them a try.
2395,Better than you'd expect.
2396,"Using all earpieces, left or right, this thing will not stay on my ear."
2397,Great product and price.
2398,"Sounds good reasonably priced and effective, Its that simple !"
2399,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!
2400,what a disappointment
2401,Very prompt service.
2402,Excellent product for the price.
2403,Very pleased with this headset.
2404,don't waste your money and time.
2405,I especially love the long battery life.
2406,"It's so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out."
2407,Works great.
2408,Plantronics Bluetooth Excelent Buy.
2409,I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.
2410,I'll be looking for a new earpiece.
2411,I highly recommend this device to everyone!
2412,Jawbone Era is awesome too!
2413,We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement
2414,After a year the battery went completely dead on my headset.
2415,"I have used several phone in two years, but this one is the best."
2416,An Awesome New Look For Fall 2000!.
2417,This is the first phone I've had that has been so cheaply made.
2418,"Att is not clear, sound is very distorted and you have to yell when you talk."
2419,The plastic breaks really easy on this clip.
2420,Price is good too.
2421,Don't make the same mistake I did.
2422,Oh and I forgot to also mention the weird color effect it has on your phone.
2423,I'm using it with an iriver SPINN (with case) and it fits fine.
2424,Also the area where my unit broke).- I'm not too fond of the magnetic strap.
2425,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception."
2426,"every thing on phone work perfectly, she like it."
2427,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model."
2428,IT'S REALLY EASY.
2429,My Sanyo has survived dozens of drops on blacktop without ill effect.
2430,Fantastic earphones.
2431,It finds my cell phone right away when I enter the car.
2432,Low Quality.
2433,I highly recommend this modest priced cellular phone.
2434,But it does get better reception and clarity than any phone I've had before.
2435,Warning - Stay away.
2436,I wish I could return the unit and get back my money.
2437,Awsome Device Works Great!!.
2438,I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.
2439,"If you don't find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone."
2440,Very Displeased.
2441,"I might have gotten a defect, but I would not risk buying it again because of the built quality alone."
2442,They made this case too small and is very difficult to install.
2443,Restored my phone to like new performance.
2444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure."
2445,"I searched the Internet, and found this one to be the best value."
2446,Does not fit.
2447,Very happy with this product.
2448,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone."
2449,There's really nothing bad I can say about this headset.
2450,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced."
2451,Portable and it works.
2452,"My colleague & I now get great reception.A little expensive, but performance is great."
2453,I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.
2454,I've also had problems with the phone reading the memory card in which I always turn it on and then off again.
2455,Not good when wearing a hat or sunglasses.
2456,Timely shipment and quality product.
2457,Nice solid keyboard.
2458,Very well made and fits my Surefire GX2 perfectly.
2459,Horrible phone.
2460,BT50 battery junk!.
2461,We would recommend these to others.
2462,Cant get the software to work with my computer.
2463,Disappointed!.
2464,poor voice clarity.
2465,The battery works great!
2466,No buyers remorse on this one!.
2467,Very disappointed in AccessoryOne.
2468,I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.
2469,"Looks great and is strong."""
2470,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it."
2471,The update procedure is difficult and cumbersome.
2472,Disappointment.. I hate anything that goes in my ear.
2473,Great software for Motorolas.
2474,The delivery was on time.
2475,Very easy to use.
2476,"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV)."
2477,The volume switch rocketed out of the unit to a destination unknown.
2478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous."
2479,I'd like to return it.
2480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.
2481,"Verizon's bills, however, are difficult to understand even though their pricing plans are simple."
2482,"After charging overnight, these batteries work great."
2483,You won't regret it!
2484,I love this phone!.
2485,A Disappointment.
2486,Its not user friendly.
2487,Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.
2488,"Then I exchanged for the same phone, even that had the same problem."
2489,This results in the phone being either stuck at max volume or mute.
2490,This PDA rocks.
2491,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles."
2492,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!"
2493,I had Verizon 2 years ago and really liked their service.
2494,Pretty piece of junk.
2495,Plug was the wrong size.
2496,Works as described.
2497,Save your money.... I've had this item for 11 months now.
2498,Bad Purchase.
2499,WELL IM SATISFIED.
2500,"The bose noise cancelling is amazing, which is very important for a NYC commuter."
2501,This battery is an excellent bargain!
2502,Defective crap.
2503,I would have given no star if I was able.
2504,I wear glasses and it fits fine with them.
2505,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing."
2506,I would not recommend this item to anyone.
2507,The holster that arrived did not match the photo in the ad.
2508,great...no problems at all!.
2509,"As an earlier review noted, plug in this charger and nothing happens."
2510,This frog phone charm is adorable and very eye catching.
2511,You never know if you pushed it hard enough or the right number of times for the function you want or not.
2512,The sound is clear and the people I talk to on it are amazed at the quality too.
2513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.
2514,"very good product, well made."
2515,Mobile Phone Tools are a must have.
2516,I am very impressed with the job that Motorola did on the sturdiness of this phone.
2517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source."
2518,The phone is sturdy and waterproof.
2519,I am not impressed with this and i would not recommend this item to anyone.
2520,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)
2521,Thanks again to Amazon for having the things I need for a good price!
2522,I ended up sliding it on the edge of my pants or back pockets instead.
2523,I had to go to a store and bought a new NOKIA phone which is working great.
2524,Works great!.
2525,REALLY UGLY.
2526,"horrible, had to switch 3 times."
2527,The noise shield is incrediable.
2528,No real improvement.
2529,Razr Battery - Good buy.
2530,Keep up the good work Amazon!!
2531,They refuse to refund or replace.
2532,Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.
2533,So I basically threw my money out the window for nothing.
2534,Great case and price!
2535,All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.
2536,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch."
2537,"Small, sleek, impressive looking, practical setup with ample storage in place."
2538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.
2539,none of the new ones have ever quite worked properly.
2540,I am glad I purchased it.
2541,I've missed numerous calls because of this reason.
2542,"Perhaps my phone is defective, but people cannot hear me when I use this."
2543,Don't buy this product.
2544,"sucked, most of the stuff does not work with my phone."
2545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid."
2546,Worst software ever used.... If I could give this zero stars I would.
2547,Trying to make a call on these is an exercise in frustration.
2548,The case is a flimsy piece of plastic and has no front or side protection whatsoever.
2549,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better."
2550,"I love the camera, it's really pretty good quality."
2551,Thank you for such great service.
2552,Its a total package.
2553,"The seller is very understanding and patient, I would definitely buy from them again."
2554,I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.
2555,It's AGGRAVATING!
2556,Great product for the price!.
2557,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use"
2558,Virgin Wireless rocks and so does this cheap little phone!
2559,"None of it works, just don't buy it."
2560,"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off."
2561,Please dont waste your money.
2562,"All in all, I'm quite satisfied with this purchase."
2563,"If you are looking for a good quality Motorola Headset keep looking, this isn't it."
2564,Yet Plantronincs continues to use the same flawed charger design.
2565,Disapointing Results.
2566,Cumbersome design.
2567,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!"
2568,Great Product.
2569,It's A PIECE OF CRAP!
2570,"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!"
2571,This fixes all the problems.
2572,Worst ever.
2573,I am very happy
2574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions."
2575,"I can barely ever hear on it and am constantly saying ""what?"""
2576,The battery life is highly unacceptable.
2577,That company is a joke.
2578,It does everything the description said it would.
2579,Due to this happening on every call I was forced to stop using this headset.
2580,"It works great with a car charger, especially if you cannot plug in two adapters at the same time."
2581,"Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data."
2582,"Voice Quality, Signal Strength, Dropped Calls."
2583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not."
2584,Better than expected.
2585,"It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them."
2586,Battery is holding up well.
2587,Also difficult to put on.I'd recommend avoiding this product.
2588,"I only used it two days, and it wasn't always easy to hear with."
2589,I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.
2590,Sprint - terrible customer service.
2591,Linked to my phone without effort.
2592,THey are so cool!
2593,Easy to use.
2594,Better Than New.
2595,"What possesed me to get this junk, I have no idea..."
2596,Piece of trash.
2597,A pretty good product.
2598,This is a great phone!.
2599,"For the price on Amazon, it is an excellent product, which I would highly recommend."
2600,Their Research and Development division obviously knows what they're doing.
2601,"The real killer is the volume, and of course it breaking."
2602,Those phones are working just fine now.
2603,I am more than happy with this product.
2604,Poor Construction.
2605,This is infuriating.
2606,"Overall, I would recommend this phone over the new Walkman."
2607,Sprint charges for this service.
2608,"It is cheap, and it feel and look just as cheap."
2609,It fits my ear well and is comfortable on.
2610,It doesn't work in Europe or Asia.
2611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.
2612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.
2613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.
2614,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.
2615,the charger worked for about a week and then completely stopped charging my phone.
2616,Poor product.
2617,However I needed some better instructions.
2618,You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.
2619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).
2620,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack."
2621,DO NOT BUY DO NOT BUYIT SUCKS
2622,This is a great product..... sure beats using your fingers!.
2623,"Plus, I seriously do not believe it is worth its steep price point."
2624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.
2625,Very Dissapointing Performance.
2626,Don't make the same mistake that I did and please don't buy this phone.
2627,This phone might well be the worst I've ever had in any brand.
2628,Case was more or less an extra that I originally put on but later discarded because it scratched my ear.
2629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.
2630,Don't bother - go to the store.
2631,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!"
2632,I did not have any problem with this item and would order it again if needed.
2633,You get what you pay for I guess.
2634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection."
2635,im surprised this is a good quality car charger and there's not much reviews about it.
2636,These are fabulous!
2637,"However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up."
2638,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.
2639,Disappointing accessory from a good manufacturer.
2640,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call."
2641,Very wind-resistant.
2642,"Obviously they have a terrible customer service, so you get what you pay for."
2643,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried."
2644,"I contacted the company and they told me that, although the unit was still under warranty, if I couldn't produce my receipt I was out of luck."
2645,Linksys should have some way to exchange a bad phone for a refurb unit or something!
2646,Phone is sturdy as all nokia bar phones are.
2647,Great phone.
2648,"When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides."
2649,I'm pleased.
2650,Battery is terrible.
2651,I found the product to be easy to set up and use.
2652,The earpiece on this is too large or too heavy...it keeps falling out of my ear.
2653,Utter crap.. Sound quality is TERRIBLE.
2654,"The charger arrived within the promised timeframe, but it did not work."
2655,"No ear loop needed, it's tiny and the sound is great."
2656,"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor."
2657,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high."
2658,Talk about USELESS customer service.
2659,"It felt too light and ""tinny.""."
2660,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.
2661,I'm happy about this purchase- good quality and low price.
2662,I love the look and feel of Samsung flipphones.
2663,Its well-designed and very sharp -- the blue is a very nice color.
2664,Does everything it should and more.
2665,I could not recommend these more.
2666,Nice Sound.
2667,"Looks good in the picture, but this case was a huge disappointment!!"
2668,Much less than the jawbone I was going to replace it with.
2669,Setup went very smoothly.
2670,its extremely slow and takes forever to do anything with it.
2671,"A must study for anyone interested in the ""worst sins"" of industrial design."
2672,The first thing that happened was that the tracking was off.
2673,"It is well made, easy to access the phone and has a handy, detachable belt clip."
2674,Then I had to continue pairing it periodically since it somehow kept dropping.
2675,Can't upload ringtones from a third party.
2676,"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked."
2677,Truly awful.
2678,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did."
2679,The volume for the ringer is REAL good (you have choices how loud).
2680,And none of the tones is acceptable.
2681,camera color balance is AWFUL.
2682,"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless."
2683,I love the ringtones because they are so upbeat!
2684,Chinese Forgeries Abound!.
2685,Easy to pair with my Samsung Cell.
2686,The instructions didn't explain that a microphone jack could be used.
2687,i would advise to not purchase this item it never worked very well.
2688,Too bad you have to pay up to $$$ a month for the service!
2689,Works well.
2690,The nokia CA-42 USB cable did not work with my phone.
2691,Clear crisp sound.
2692,"I have to use the smallest earpieces provided, but it stays on pretty well."
2693,"The biggest complaint I have is, the battery drains superfast."
2694,The design might be ergonomic in theory but I could not stand having these in my ear.
2695,Do NOT buy if you want to use the holster.
2696,The phone can also take great pictures and even video clips.
2697,It doesn't make you look cool.
2698,"Because both ears are occupied, background is not distracting at all."
2699,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day."
2700,"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player."
2701,You can't beat the price on these.
2702,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!"
2703,lightweight and works well.
2704,So just beware.
2705,I love this cable - it allows me to connect any mini-USB device to my PC.
2706,So anyone near you will hear part of your conversation.
2707,This is cool because most cases are just open there allowing the screen to get all scratched up.
2708,I bought this phone as a replacement for my StarTac and have regretted it since.
2709,Appears to actually outperform the original battery from China that came with my V325i.
2710,Can't store anything but phone numbers to SIM.
2711,"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem."
2712,Poor quality.
2713,"jabra ear gels ""R"" the best!."
2714,Not worth it.
2715,The phone crashed completely and now I have to get it replaced.
2716,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned."
2717,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc)."
2718,It was a great phone.
2719,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.
2720,"Good value, works fine - power via USB, car, or wall outlet."
2721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.
2722,This is simply the BEST bluetooth headset for sound quality!
2723,Think it over when you plan to own this one!This sure is the last MOTO phone for me!
2724,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?"
2725,I have always used corded headsets and the freedom from the wireless is very helpful.
2726,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional."
2727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape."
2728,It has everything I need and I couldn't ask for more.
2729,After receiving and using the product for just 2 days it broke.
2730,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.
2731,None of the three sizes they sent with the headset would stay in my ears.
2732,T-Mobile has the best customer service anywhere.
2733,Arrived quickly and much less expensive than others being sold.
2734,We have tried 2 units and they both failed within 2 months.. Pros
2735,"Provides good protection and looks classy, too."
2736,Krussel Always good.
2737,"The tracfonewebsite is user friendly and makes it easy toactivate, etc."
2738,The design is very good.4.
2739,I great reception all the time.
2740,I would highly recommend this product.
2741,"Couldn't use the unit with sunglasses, not good in Texas!"
2742,It dit not work most of the time with my Nokia 5320.
2743,"Bought mainly for the charger, which broke soon after purchasing."
2744,"If you like a loud buzzing to override all your conversations, then this phone is for you!"
2745,Fantastic buy and will get again for whatever my next phone is
2746,"stay away from this store, be careful."
2747,This BlueAnt Supertooth hands-free phone speaker is AWESOME.
2748,Does not fit.
2749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.
2750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time."
2751,disappointing.
2752,Blue Ant is easy to use.
2753,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.
2754,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.
2755,Then a few days later the a puff of smoke came out of the phone while in use.
2756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.
2757,The nano stated it.My son was dissapointed.
2758,The sound quality is excellent as well.
2759,Its the best headset I have used.
2760,Would not reccommend.
2761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.
2762,Just what I wanted.
2763,This particular model would not work with my Motorola Q smartphone.
2764,wont work right or atleast for me.
2765,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.
2766,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it."
2767,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good"
2768,Great product.
2769,Crisp and Clear.
2770,AFter the first charge kept going dead after 12 minutes.
2771,"VERY cheap plastic, creaks like an old wooden floor."
2772,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem."
2773,The reception has been generally good.
2774,"Excellent sound, battery life and inconspicuous to boot!."
2775,Great bluetooth!.
2776,I highly recommend this case.
2777,WORTHWHILE.
2778,This is a great deal.
2779,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part."
2780,I am sorry I made this purchase.
2781,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.
2782,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.
2783,It was horrible!.
2784,I don't think it would hold it too securly on your belt.
2785,This allows the possibility of double booking for the same date and time after the first.
2786,They work about 2 weeks then break.
2787,It is simple to use and I like it.
2788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!"
2789,I can't use this case because the smell is disgusting.
2790,NOT WHAT I WANTED.
2791,I own 2 of these cases and would order another.
2792,Great Phone.
2793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.
2794,"The internet access was fine, it the rare instance that it worked."
2795,Perfect for the PS3.
2796,"Five star Plus, plus."
2797,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.
2798,$50 Down the drain.
2799,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.
2800,"Good , works fine."
2801,For the price this was a great deal.
2802,"Great price, too!"
2803,"If there is a wind, it is completely useless."
2804,Yes it's shiny on front side - and I love it!
2805,Does Not Work.
2806,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr)."
2807,The reception through this headset is excellent.
2808,2 thumbs up to this seller
2809,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight."
2810,Improper description.... I had to return it.
2811,#1 It Works - #2 It is Comfortable.
2812,Battery charge-life is quite long.
2813,The Jabra EarGels fit my ears very well.
2814,Battery has no life.
2815,I checked everywhere and there is no feature for it which is really disappointing.
2816,Product is exactly as described.
2817,Gets a signal when other Verizon phones won't.
2818,Doesn't do the job.
2819,I would recommend it.
2820,Plan on ordering from them again and again.
2821,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well."
2822,I have been very satisfied with this cell phone from day one.
2823,They keep getting better and better (this is my third one and I've had numerous Palms too).
2824,Awkward to use and unreliable.
2825,The shipping time was also very quick!
2826,Not as good as I had hoped.
2827,Good case!.
2828,Doesn't Work.
2829,Really good product.
2830,Unfortunately it did not work.
2831,All three broke within two months of use.
2832,dont buy it.
2833,"My father has the V265, and the battery is dying."
2834,"However, the ear pads come off easily and after only one week I lost one."
2835,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently."
2836,"Horrible, horrible protector."
2837,I don't like this Nokia either.
2838,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3."
2839,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.
2840,It would take too long to describe how bad my customer service experience has been with Amazon.
2841,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!
2842,Terrible.. My car will not accept this cassette.
2843,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with."
2844,It's not what it says it is.
2845,Stay Away From the Q!.
2846,Used and dirty.
2847,Very unreliable service from T-mobile !
2848,Not good enough for the price.
2849,I bought two of them and neither will charge.
2850,It looks very nice.
2851,"This is an excellent tool, especially when paired with your phone's auto-answer."
2852,I have read other's reviews here but I haven't had any problem with it.
2853,These products cover up the important light sensor above the ear outlet.
2854,Comfortable in my hand.
2855,Just does not work.
2856,Poor Reliability.
2857,(It works!)
2858,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing."
2859,"Terrible product, and waste of money!"
2860,Last time buying from you.
2861,It was a waste of my money.
2862,So far it has worked like a charm.
2863,"I have only had it for a few weeks, but so far, so good."
2864,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone."
2865,Would recommend this item.
2866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.
2867,"Nice case, feels good in your hands."
2868,The item received was Counterfeit.
